URL,Length-of-url,Numeric Token,Special_chars,Number of Special Characters,Number of Dot Occurences,Dash Count,LetterDigitLetter,Tokens,Alphabet Entropy,Max Token Length,Average Token Length,URL Token Count,Ads_Class
"https://s.yimg.com/os/mit/td/aperollup-min-c9473dd9_desktop_advance.js
",71,1,"[':', '.', '.', '.']",4,3,2,1,"['', ""js\\n'"", ""c9473dd9_desktop_advance.js\\n'"", 's.yimg.com', 'min', 's', ""b'https:"", 'c9473dd9_desktop_advance', 'yimg', 'os', 'td', 'mit', 'aperollup']",3.7004397181410926,30,7.769230769230769,13,non-ad
"https://s.yimg.com/os/mit/td/td-applet-specialevent-0.0.52/r-min.js
",68,1,"[':', '.', '.', '.', '.', '.']",6,5,4,0,"['', ""min.js\\n'"", '52', '0', ""js\\n'"", 's.yimg.com', 'applet', 'min', 's', ""b'https:"", 'yimg', 'os', 'r', 'td', 'mit', '0.0.52', 'specialevent']",4.08746284125034,12,4.411764705882353,17,non-ad
"https://s.yimg.com/os/mit/td/td-applet-stream-atomic-2.0.1697/r-min.js
",71,1,"[':', '.', '.', '.', '.', '.']",6,5,5,0,"['', '1697', ""min.js\\n'"", '0', ""js\\n'"", 's.yimg.com', 'applet', 'min', 's', ""b'https:"", '2.0.1697', 'yimg', 'stream', 'os', 'r', 'td', 'mit', '2', 'atomic']",4.247927513443588,10,4.2105263157894735,19,non-ad
"https://s.yimg.com/os/mit/td/td-applet-mega-header-1.0.853/r-min.js
",68,1,"[':', '.', '.', '.', '.', '.']",6,5,5,0,"['', '1', ""min.js\\n'"", '0', ""js\\n'"", 's.yimg.com', 'applet', '1.0.853', 's', ""b'https:"", 'min', '853', 'yimg', 'mega', 'os', 'r', 'td', 'mit', 'header']",4.247927513443588,10,4.0,19,non-ad
"https://s.yimg.com/os/mit/td/td-applet-viewer-0.1.2802/r-min.js
",64,1,"[':', '.', '.', '.', '.', '.']",6,5,4,0,"['', 'viewer', '1', '0', ""min.js\\n'"", '2802', ""js\\n'"", 's.yimg.com', 'applet', 'min', 's', ""b'https:"", '0.1.2802', 'yimg', 'os', 'r', 'td', 'mit']",4.169925001442313,10,4.111111111111111,18,non-ad
"https://s.yimg.com/os/mit/td/td-applet-navlinks-atomic-0.0.90/r-min.js
",71,1,"[':', '.', '.', '.', '.', '.']",6,5,5,0,"['', ""min.js\\n'"", ""js\\n'"", '0', 's.yimg.com', 'applet', 'navlinks', '0.0.90', 's', ""b'https:"", 'min', '90', 'yimg', 'os', 'r', 'td', 'mit', 'atomic']",4.169925001442313,10,4.277777777777778,18,non-ad
"https://s.yimg.com/os/mit/td/td-applet-fp-utils-0.1.293/r-min.js
",65,1,"[':', '.', '.', '.', '.', '.']",6,5,5,0,"['', '0.1.293', '1', '0', ""min.js\\n'"", '293', ""js\\n'"", 's.yimg.com', 'applet', 'min', 's', ""b'https:"", 'fp', 'utils', 'yimg', 'os', 'r', 'td', 'mit']",4.247927513443588,10,3.8421052631578947,19,non-ad
"//g.alicdn.com/??kissy/k/1.4.14/seed-min.js,mui/kissy-polyfill/4.0.16/index.js,mui/zepto/4.0.9/zepto.js,mui/zepto/4.0.9/event.js,mui/zepto/4.0.9/touch.js,mui/mtb-windvane/4.0.3/index.js,mui/babel-polyfill/6.2.7/index.js,mui/mtop/4.1.9/index.js,mui/zebra-dynamic/4.2.12/io.js,mui/zebra-dynamic/4.2.12/ald-bottom.js,mui/fetch/4.1.12/tool.js,mui/zebra-dynamic/4.2.12/request.js,mui/cookie/4.1.0/index.js,mui/zebra-dynamic/4.2.12/plugins/region/index.js,mui/zebra-dynamic/4.2.12/plugins/chaoshi/index.js,mui/zebra-dynamic/4.2.12/plugins/userId/index.js,mui/zebra-dynamic/4.2.12/plugin.js,mui/zebra-dynamic/4.2.12/index.js,mui/common/4.0.105/js/mod-config.js,mui/common/4.0.105/js/event.js,mui/custom-event/4.0.3/index.js,mui/common/4.0.105/js/tm.js,mui/common/4.0.105/js/tool.js,mui/common/4.0.105/js/site-nav.js,mui/common/4.0.105/js/plugin-pc.js,mui/common/4.0.105/index-pc.js,mui/location/4.1.0/get-user-location-by-ip.js,mui/zebra-loader/4.4.15/index.js,mui/bat/5.0.11/index.js,mui/tes/5.0.14/index.js,mui/zebra-oversea-header-pc/4.0.30/index-pc.js
",1049,1,"['.', '.', '?', '?', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.']",127,95,27,0,"['', '1.4.14', ""b'"", 'polyfill', 'k', 'chaoshi', 'zepto', '4.0.3', 'plugins', '4.4.15', '4.0.9', 'region', 'g', '4.1.0', '5.0.14', 'js', 'tm', 'pc.js,mui', '9', 'request.js,mui', 'zepto.js,mui', 'index.js,mui', 'dynamic', '4.0.16', 'min', 'js,mui', '6.2.7', 'mtop', 'ip.js,mui', 'kissy', 'ip', 'by', '11', 'alicdn', '4.0.105', 'nav.js,mui', 'io', 'tm.js,mui', 'min.js,mui', '??kissy', 'tool', '14', 'windvane', '2', 'mod', 'ald', 'babel', 'nav', 'request', 'plugin.js,mui', '3', 'bottom', 'fetch', '5', '7', 'zebra', 'bat', '6', 'tool.js,mui', 'userId', '4.1.12', 'config.js,mui', 'bottom.js,mui', '4.2.12', 'plugin', 'config', 'common', 'user', 'touch.js,mui', 'io.js,mui', '105', '30', '4', ""js\\n'"", '16', 'custom', 'location', 'index', 'tes', 'cookie', '12', 'pc', 'get', 'loader', 'event.js,mui', 'touch', '1', 'event', '0', '15', 'seed', ""pc.js\\n'"", '4.0.30', 'oversea', '4.1.9', 'site', '5.0.11', 'g.alicdn.com', 'mtb', 'header']",6.6438561897747395,14,5.35,100,non-ad
"//g.alicdn.com/secdev/pointman/js/index.js
",43,0,"['.', '.', '.']",3,3,0,0,"['', ""index.js\\n'"", 'g', ""js\\n'"", 'alicdn', 'js', ""b'"", 'secdev', 'pointman', 'g.alicdn.com', 'index']",3.459431618637298,12,5.2727272727272725,11,non-ad
"/i/js_inst?c_name=ui_metrics
",29,0,['?'],1,0,0,0,"[""js_inst?c_name=ui_metrics\\n'"", 'i', ""b'""]",1.584962500721156,28,10.333333333333334,3,non-ad
"/i/js_inst?c_name=ui_metrics
",29,0,['?'],1,0,0,0,"[""js_inst?c_name=ui_metrics\\n'"", 'i', ""b'""]",1.584962500721156,28,10.333333333333334,3,non-ad
"https://abs.twimg.com/k/en/init.en.374a34b193c9f3a3fa16.js
",59,1,"[':', '.', '.', '.', '.', '.']",6,5,0,1,"['', 'en', '374a34b193c9f3a3fa16', 'abs.twimg.com', 'init', ""js\\n'"", ""b'https:"", 'twimg', 'abs', 'k', ""init.en.374a34b193c9f3a3fa16.js\\n'""]",3.459431618637298,34,8.636363636363637,11,non-ad
"//statics.itc.cn/web/v3/static/js/lib-61587d9fb8.js
",52,1,"['.', '.', '.']",3,3,1,1,"['', 'statics', 'static', '61587d9fb8', ""js\\n'"", 'js', ""b'"", 'itc', 'cn', ""61587d9fb8.js\\n'"", 'statics.itc.cn', 'v3', 'lib', 'web']",3.8073549220576055,16,5.357142857142857,14,non-ad
"//39d0825d09f05.cdn.sohucs.com/sdk/passport-4.0.3.js
",53,1,"['.', '.', '.', '.', '.', '.']",6,6,1,1,"['', '39d0825d09f05.cdn.sohucs.com', '4', '0', '3', ""js\\n'"", '39d0825d09f05', 'sohucs', 'cdn', 'sdk', ""b'"", ""4.0.3.js\\n'"", 'passport']",3.7004397181410926,28,6.3076923076923075,13,non-ad
"//txt.go.sohu.com/ip/soip
",26,0,"['.', '.', '.']",3,3,0,0,"['', 'txt.go.sohu.com', ""b'"", 'txt', 'go', ""soip\\n'"", 'ip', 'sohu']",3.0,15,4.375,8,non-ad
"//statics.itc.cn/web/v3/static/js/main-2f416ac79a.js
",53,1,"['.', '.', '.']",3,3,1,1,"['', 'statics', 'static', ""js\\n'"", ""2f416ac79a.js\\n'"", 'main', 'js', ""b'"", '2f416ac79a', 'itc', 'cn', 'statics.itc.cn', 'v3', 'web']",3.8073549220576055,16,5.428571428571429,14,non-ad
"//statics.itc.cn/spm/prod/js/1.0.1/index.js
",44,1,"['.', '.', '.', '.', '.']",5,5,0,0,"['', 'statics', '1', '0', ""index.js\\n'"", ""js\\n'"", 'spm', 'js', ""b'"", 'prod', '1.0.1', 'itc', 'cn', 'statics.itc.cn', 'index']",3.906890595608518,14,4.333333333333333,15,non-ad
"//js.sohu.com/libpv.js
",23,0,"['.', '.', '.']",3,3,0,0,"['', ""js\\n'"", ""libpv.js\\n'"", 'js', ""b'"", 'js.sohu.com', 'sohu', 'libpv']",3.0,11,5.0,8,non-ad
"//images.sohu.com/bill/default/sohu-require.js
",47,0,"['.', '.', '.']",3,3,1,0,"['', ""js\\n'"", ""b'"", 'sohu', 'default', ""require.js\\n'"", 'require', 'images.sohu.com', 'images', 'bill']",3.321928094887362,15,6.3,10,non-ad
"//www.sohu.com/sohuflash_1.js
",30,1,"['.', '.', '.']",3,3,0,1,"['', ""js\\n'"", 'sohuflash_1', ""b'"", 'www.sohu.com', 'www', 'sohu', ""sohuflash_1.js\\n'""]",3.0,17,6.75,8,non-ad
"//images.sohu.com/bill/s2015/jscript/lib/sjs/matrix/ad/form/delivery.js
",72,1,"['.', '.', '.']",3,3,0,0,"['', 'delivery', ""js\\n'"", ""delivery.js\\n'"", 'sjs', 'ad', ""b'"", 'sohu', 'jscript', 'form', 'matrix', 's2015', 'lib', 'images.sohu.com', 'images', 'bill']",4.0,15,5.5,16,ad
"//images.sohu.com/bill/s2015/jscript/lib/sjs/matrix/pv/pagePVmonitor.js
",72,1,"['.', '.', '.']",3,3,0,0,"['', 'pv', ""js\\n'"", ""pagePVmonitor.js\\n'"", 'pagePVmonitor', 'sjs', ""b'"", 'sohu', 'jscript', 'matrix', 's2015', 'lib', 'images.sohu.com', 'images', 'bill']",3.906890595608518,19,6.266666666666667,15,non-ad
"//statics.itc.cn/index/reyzar.statistics-0.02-min.js
",53,1,"['.', '.', '.', '.', '.']",5,5,2,1,"['', 'statics', 'reyzar.statistics', ""min.js\\n'"", '0.02', 'reyzar', '0', ""js\\n'"", 'min', 'statistics', ""b'"", '02', 'itc', 'cn', 'statics.itc.cn', 'index']",4.0,17,5.625,16,non-ad
"//misc.360buyimg.com/??jdf/lib/jquery-1.6.4.js,mtd/pc/common/js/o2_ua.js,mtd/pc/base/1.0.0/event.js,mtd/pc/index_2017/2.1.0/lib/base.dll.js,mtd/pc/index_2017/2.1.0/home/index.js?v=1
",182,1,"['.', '.', '?', '?', '.', '.', '.', ',', '.', ',', '.', '.', '.', ',', '.', '.', '.', '.', ',', '.', '.', '.', '?']",23,16,1,1,"['', '1.0.0', '1.6.4.js,mtd', 'dll', 'pc', ""b'"", 'jquery', 'index_2017', '6', '??jdf', 'event.js,mtd', 'misc', 'home', 'misc.360buyimg.com', '360buyimg', 'common', 'o2_ua', '1', 'event', '0', 'js', ""index.js?v=1\\n'"", 'base.dll.js,mtd', '2.1.0', 'js,mtd', '2', '4', 'base', 'o2_ua.js,mtd', 'lib', 'index', ""js?v=1\\n'""]",5.0,18,5.90625,32,non-ad
"//wl.jd.com/wl.js
",18,0,"['.', '.', '.']",3,3,0,0,"['', ""js\\n'"", 'jd', ""wl.js\\n'"", ""b'"", 'wl.jd.com', 'wl']",2.8073549220576046,9,4.0,7,non-ad
"https://r1.res.office365.com/owalanding/v2.11/landing.js
",57,1,"[':', '.', '.', '.', '.', '.']",6,5,0,1,"['', ""js\\n'"", ""landing.js\\n'"", 'r1.res.office365.com', '11', 'office365', ""b'https:"", 'res', 'v2.11', 'r1', 'landing', 'v2', 'owalanding']",3.7004397181410926,20,6.615384615384615,13,non-ad
"https://az725175.vo.msecnd.net/scripts/jsll-4.js
",49,1,"[':', '.', '.', '.', '.']",5,4,1,1,"['', '4', ""js\\n'"", 'scripts', ""4.js\\n'"", 'vo', ""b'https:"", 'az725175.vo.msecnd.net', 'jsll', 'msecnd', 'net', 'az725175']",3.584962500721156,22,6.083333333333333,12,non-ad
"/js/cmodules/mobile/grip.js?26173135451
",40,1,"['.', '?']",2,1,0,0,"['cmodules', 'grip', 'js', ""b'"", ""grip.js?26173135451\\n'"", 'mobile', ""js?26173135451\\n'""]",2.8073549220576046,22,8.714285714285714,7,non-ad
"/static/bundles/metro/Polyfills.js/c378c5c03a10.js
",51,1,"['.', '.']",2,2,0,1,"[""js\\n'"", 'metro', 'bundles', 'js', ""b'"", 'Polyfills.js', 'Polyfills', 'c378c5c03a10', ""c378c5c03a10.js\\n'"", 'static']",3.321928094887362,18,7.8,10,non-ad
"/static/bundles/metro/Vendor.js/b9b00b19edc2.js
",48,1,"['.', '.']",2,2,0,1,"[""js\\n'"", 'Vendor.js', 'metro', 'bundles', 'js', ""b'"", 'Vendor', 'static', 'b9b00b19edc2', ""b9b00b19edc2.js\\n'""]",3.321928094887362,18,7.2,10,non-ad
"/static/bundles/metro/en_US.js/a90a87703843.js
",47,1,"['.', '.']",2,2,0,1,"[""js\\n'"", 'metro', 'bundles', 'js', ""b'"", 'en_US.js', 'en_US', ""a90a87703843.js\\n'"", 'static', 'a90a87703843']",3.321928094887362,18,7.0,10,non-ad
"/static/bundles/metro/ConsumerCommons.js/3a5b9f8431a9.js
",57,1,"['.', '.']",2,2,0,1,"[""js\\n'"", 'metro', 'bundles', 'ConsumerCommons', ""b'"", 'js', '3a5b9f8431a9', 'ConsumerCommons.js', 'static', ""3a5b9f8431a9.js\\n'""]",3.321928094887362,18,9.0,10,non-ad
"/static/bundles/metro/Consumer.js/abdbabe4ca30.js
",50,1,"['.', '.']",2,2,0,1,"[""js\\n'"", 'metro', 'abdbabe4ca30', 'bundles', 'js', 'Consumer.js', ""b'"", 'Consumer', 'static', ""abdbabe4ca30.js\\n'""]",3.321928094887362,18,7.6,10,non-ad
"/static/bundles/metro/LandingPage.js/e2203eb17f40.js
",53,1,"['.', '.']",2,2,0,1,"[""js\\n'"", ""e2203eb17f40.js\\n'"", 'metro', 'LandingPage.js', 'e2203eb17f40', 'bundles', 'js', ""b'"", 'LandingPage', 'static']",3.321928094887362,18,8.2,10,non-ad
"//js.t.sinajs.cn/t6/home/js/pl/top/topInit.js?version=ae9a9ec008078a68
",71,1,"['.', '.', '.', '.', '?']",5,4,0,0,"['', 'sinajs', ""js?version=ae9a9ec008078a68\\n'"", 'home', ""topInit.js?version=ae9a9ec008078a68\\n'"", 'js', ""b'"", 'top', 't6', 'pl', 'topInit', 'cn', 't', 'js.t.sinajs.cn']",3.8073549220576055,38,8.071428571428571,14,non-ad
"//js.t.sinajs.cn/t5/register/js/v6/pl/base.js?version=ae9a9ec008078a68
",71,1,"['.', '.', '.', '.', '?']",5,4,0,0,"['', 'sinajs', 'base', ""js?version=ae9a9ec008078a68\\n'"", ""base.js?version=ae9a9ec008078a68\\n'"", 't5', 'js', ""b'"", 'register', 'pl', 'v6', 'cn', 't', 'js.t.sinajs.cn']",3.8073549220576055,35,7.857142857142857,14,non-ad
"//yastatic.net/jquery/2.1.4/jquery.min.js
",42,1,"['.', '.', '.', '.', '.']",5,5,0,0,"['', '1', '4', '2.1.4', ""js\\n'"", 'min', ""b'"", 'jquery', 'net', 'yastatic', ""jquery.min.js\\n'"", '2', 'yastatic.net']",3.7004397181410926,16,4.846153846153846,13,non-ad
"//yastatic.net/www/_/_/g/Sb0ESmEPEnJGNmMtjIg8zE5HI.js
",54,1,"['.', '.']",2,2,0,1,"['', '_', 'g', ""js\\n'"", ""Sb0ESmEPEnJGNmMtjIg8zE5HI.js\\n'"", ""b'"", 'net', 'yastatic', 'www', 'yastatic.net', 'Sb0ESmEPEnJGNmMtjIg8zE5HI']",3.459431618637298,31,8.272727272727273,11,non-ad
"https://mc.yandex.ru/metrika/watch.js
",38,0,"[':', '.', '.', '.']",4,3,0,0,"['', 'metrika', ""js\\n'"", 'mc.yandex.ru', ""b'https:"", 'watch', 'mc', 'ru', ""watch.js\\n'"", 'yandex']",3.321928094887362,12,5.8,10,non-ad
"//d3.sina.com.cn/litong/zhitou/sinaads/release/sinaads.js
",58,1,"['.', '.', '.', '.']",4,4,0,1,"['', 'd3.sina.com.cn', 'zhitou', 'release', ""js\\n'"", 'd3', ""b'"", 'cn', ""sinaads.js\\n'"", 'litong', 'sina', 'sinaads']",3.584962500721156,14,5.666666666666667,12,non-ad
"//news.sina.com.cn/js/pctianyi/sima.js
",39,0,"['.', '.', '.', '.']",4,4,0,0,"['', ""js\\n'"", ""sima.js\\n'"", 'sima', 'js', ""b'"", 'news', 'cn', 'sina', 'pctianyi', 'news.sina.com.cn']",3.459431618637298,16,5.181818181818182,11,non-ad
"//n.sinaimg.cn/ent/js/lib/jquery-1.7.2.js
",42,1,"['.', '.', '.', '.', '.']",5,5,1,1,"['', '1', ""js\\n'"", 'sinaimg', '7', 'ent', ""1.7.2.js\\n'"", 'js', ""b'"", 'cn', 'jquery', 'n.sinaimg.cn', '2', 'lib', 'n']",3.906890595608518,12,3.8,15,non-ad
"//d3.sina.com.cn/litong/zhitou/sinaads/demo/wanglt/sinaIndexAD/edu_ad_change.js
",80,1,"['.', '.', '.', '.']",4,4,0,1,"['', 'd3.sina.com.cn', 'zhitou', 'demo', 'wanglt', ""edu_ad_change.js\\n'"", ""js\\n'"", 'd3', ""b'"", 'cn', 'litong', 'sinaIndexAD', 'edu_ad_change', 'sina', 'sinaads']",3.906890595608518,19,6.733333333333333,15,ad
"//i.sso.sina.com.cn/js/ssologin.js
",35,0,"['.', '.', '.', '.', '.']",5,5,0,0,"['', 'i.sso.sina.com.cn', 'i', ""js\\n'"", 'sso', ""ssologin.js\\n'"", 'js', ""b'"", 'cn', 'ssologin', 'sina']",3.459431618637298,17,5.2727272727272725,11,non-ad
"//news.sina.com.cn/sso/outlogin_layer.js
",41,0,"['.', '.', '.', '.']",4,4,0,0,"['', ""js\\n'"", 'sso', ""b'"", 'news', 'cn', 'outlogin_layer', 'sina', 'news.sina.com.cn', ""outlogin_layer.js\\n'""]",3.321928094887362,20,7.0,10,non-ad
"//news.sina.com.cn/sso/user_panel_homepage.js
",46,0,"['.', '.', '.', '.']",4,4,0,0,"['', ""js\\n'"", 'sso', ""user_panel_homepage.js\\n'"", ""b'"", 'news', 'cn', 'user_panel_homepage', 'sina', 'news.sina.com.cn']",3.321928094887362,25,8.0,10,non-ad
"//auto.sina.com.cn/sinaauto/2016/sinahome/chooseCars.js
",56,1,"['.', '.', '.', '.']",4,4,0,0,"['', 'auto', ""chooseCars.js\\n'"", 'sinaauto', ""js\\n'"", 'sinahome', 'chooseCars', ""b'"", 'cn', '2016', 'sina', 'auto.sina.com.cn']",3.584962500721156,16,6.583333333333333,12,non-ad
"//d3.sina.com.cn/d1images/sinaads_entry/sinaads_entry_index.js
",63,1,"['.', '.', '.', '.']",4,4,0,1,"['', 'd3.sina.com.cn', ""js\\n'"", 'd1images', ""sinaads_entry_index.js\\n'"", 'd3', ""b'"", 'cn', 'sinaads_entry_index', 'sina', 'sinaads_entry']",3.459431618637298,25,8.545454545454545,11,non-ad
"//www.sina.com.cn/js/79/2013/0717/fix.js
",41,1,"['.', '.', '.', '.']",4,4,0,0,"['', '79', ""fix.js\\n'"", ""js\\n'"", '2013', 'js', ""b'"", 'cn', 'fix', 'www.sina.com.cn', 'sina', 'www', '0717']",3.7004397181410926,15,4.230769230769231,13,non-ad
"//www.sina.com.cn/edublk/college_json.js
",41,0,"['.', '.', '.', '.']",4,4,0,0,"['', ""js\\n'"", 'edublk', ""college_json.js\\n'"", 'college_json', ""b'"", 'cn', 'www.sina.com.cn', 'sina', 'www']",3.321928094887362,18,6.7,10,non-ad
"//n.sinaimg.cn/homepage/js/choose_edu1.js
",42,1,"['.', '.', '.']",3,3,0,1,"['', 'choose_edu1', ""js\\n'"", 'sinaimg', ""choose_edu1.js\\n'"", 'js', ""b'"", 'cn', 'homepage', 'n.sinaimg.cn', 'n']",3.459431618637298,17,6.090909090909091,11,non-ad
"//i1.sinaimg.cn/unipro/pub/suda_m_v630.js
",42,1,"['.', '.', '.']",3,3,0,1,"['', ""js\\n'"", 'sinaimg', 'i1.sinaimg.cn', 'suda_m_v630', ""b'"", 'pub', 'cn', 'i1', 'unipro', ""suda_m_v630.js\\n'""]",3.459431618637298,17,6.181818181818182,11,non-ad
"//s.ssl.qhimg.com/static/0729c697c74a3b98.js
",45,1,"['.', '.', '.', '.']",4,4,0,1,"['', ""js\\n'"", 's.ssl.qhimg.com', 's', ""b'"", '0729c697c74a3b98', 'qhimg', ""0729c697c74a3b98.js\\n'"", 'ssl', 'static']",3.321928094887362,22,7.5,10,non-ad
"//s.ssl.qhmsg.com/static/0e4b4f909dd26431/jquery,qw.core.js
",60,1,"['.', '.', '.', ',', '.', '.']",6,5,0,0,"['', ""js\\n'"", 's', ""b'"", '0e4b4f909dd26431', 'core', 'jquery,qw', ""jquery,qw.core.js\\n'"", 'ssl', 'static', 'qhmsg', 's.ssl.qhmsg.com']",3.584962500721156,20,7.166666666666667,12,non-ad
